Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1979","1979","ha","1200000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1980","1980","ha","1200000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1981","1981","ha","1200000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1982","1982","ha","900000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1983","1983","ha","800000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1984","1984","ha","800000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1985","1985","ha","900000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1986","1986","ha","912000","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1987","1987","ha","739371","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1988","1988","ha","720071","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1989","1989","ha","700286","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1990","1990","ha","693249","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1991","1991","ha","720898","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1992","1992","ha","720898","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1993","1993","ha","702061","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1994","1994","ha","686531","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1995","1995","ha","1000000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1996","1996","ha","1050000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1997","1997","ha","1074970","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1998","1998","ha","1364530","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","1999","1999","ha","1300000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2000","2000","ha","1500000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2001","2001","ha","1350000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2002","2002","ha","1195000","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2003","2003","ha","1500000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2004","2004","ha","2000000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2005","2005","ha","1850000","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2006","2006","ha","1835000","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2007","2007","ha","1463000","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2008","2008","ha","1822500","F","FAO estimate"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2009","2009","ha","1600000","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2010","2010","ha","1600200","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2011","2011","ha","1600300","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2012","2012","ha","1600300","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2013","2013","ha","1600300","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2014","2014","ha","1683765","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2015","2015","ha","1683765","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2016","2016","ha","1683765","*","Unofficial figure"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2017","2017","ha","1867648","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2018","2018","ha","1707146","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2019","2019","ha","1495366","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2020","2020","ha","1450449","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1961","1961","hg/ha","2364","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1962","1962","hg/ha","2378","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1963","1963","hg/ha","2351","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1964","1964","hg/ha","3141","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1965","1965","hg/ha","2272","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1966","1966","hg/ha","2823","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1967","1967","hg/ha","2921","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1968","1968","hg/ha","2515","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1969","1969","hg/ha","2857","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1970","1970","hg/ha","2798","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1971","1971","hg/ha","3133","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1972","1972","hg/ha","2867","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1973","1973","hg/ha","2450","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1974","1974","hg/ha","2751","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1975","1975","hg/ha","2838","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1976","1976","hg/ha","2513","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1977","1977","hg/ha","2312","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1978","1978","hg/ha","2235","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1979","1979","hg/ha","2340","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1980","1980","hg/ha","2310","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1981","1981","hg/ha","2054","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1982","1982","hg/ha","2250","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1983","1983","hg/ha","2101","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1984","1984","hg/ha","2084","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1985","1985","hg/ha","2160","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1986","1986","hg/ha","2482","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1987","1987","hg/ha","2545","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1988","1988","hg/ha","3426","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1989","1989","hg/ha","4213","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1990","1990","hg/ha","4232","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1991","1991","hg/ha","3354","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1992","1992","hg/ha","4330","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1993","1993","hg/ha","3627","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1994","1994","hg/ha","4196","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1995","1995","hg/ha","4039","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1996","1996","hg/ha","3838","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1997","1997","hg/ha","3000","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1998","1998","hg/ha","3000","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","1999","1999","hg/ha","3340","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2000","2000","hg/ha","2911","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2001","2001","hg/ha","2886","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2002","2002","hg/ha","2850","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2003","2003","hg/ha","3313","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2004","2004","hg/ha","3685","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2005","2005","hg/ha","4000","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2006","2006","hg/ha","4000","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2007","2007","hg/ha","4200","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2008","2008","hg/ha","3735","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2009","2009","hg/ha","4441","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2010","2010","hg/ha","3950","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2011","2011","hg/ha","4374","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2012","2012","hg/ha","5495","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2013","2013","hg/ha","5221","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2014","2014","hg/ha","5100","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2015","2015","hg/ha","5100","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2016","2016","hg/ha","5100","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2017","2017","hg/ha","5190","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2018","2018","hg/ha","5299","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2019","2019","hg/ha","5428","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2020","2020","hg/ha","5516","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1961","1961","tonnes","415200","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1962","1962","tonnes","428100","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1963","1963","tonnes","427800","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1964","1964","tonnes","580500","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1965","1965","tonnes","415800","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1966","1966","tonnes","381100","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1967","1967","tonnes","423500","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1968","1968","tonnes","327000","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1969","1969","tonnes","414300","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1970","1970","tonnes","406000","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1971","1971","tonnes","470000","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1972","1972","tonnes","415700","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1973","1973","tonnes","343000","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1974","1974","tonnes","385100","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1975","1975","tonnes","397300","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1976","1976","tonnes","326700","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1977","1977","tonnes","277400","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1978","1978","tonnes","268200","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1979","1979","tonnes","280800","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1980","1980","tonnes","277200","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1981","1981","tonnes","246500","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1982","1982","tonnes","202500","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1983","1983","tonnes","168100","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1984","1984","tonnes","166700","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1985","1985","tonnes","194400","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1986","1986","tonnes","226400","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1987","1987","tonnes","188170","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1988","1988","tonnes","246700","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1989","1989","tonnes","295052","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1990","1990","tonnes","293355","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1991","1991","tonnes","241796","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1992","1992","tonnes","312122","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1993","1993","tonnes","254652","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1994","1994","tonnes","288075","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1995","1995","tonnes","403900","*","Unofficial figure"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1996","1996","tonnes","403000","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1997","1997","tonnes","322490","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1998","1998","tonnes","409360","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","1999","1999","tonnes","434200","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2000","2000","tonnes","436600","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2001","2001","tonnes","389591","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2002","2002","tonnes","340562","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2003","2003","tonnes","497000","*","Unofficial figure"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2004","2004","tonnes","737000","*","Unofficial figure"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2005","2005","tonnes","740000","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2006","2006","tonnes","734000","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2007","2007","tonnes","614500","*","Unofficial figure"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2008","2008","tonnes","680781","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2009","2009","tonnes","710638","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2010","2010","tonnes","632037","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2011","2011","tonnes","700020","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2012","2012","tonnes","879348","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2013","2013","tonnes","835466","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2014","2014","tonnes","858720","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2015","2015","tonnes","858720","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2016","2016","tonnes","858720","*","Unofficial figure"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2017","2017","tonnes","969300","*","Unofficial figure"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2018","2018","tonnes","904700","*","Unofficial figure"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2019","2019","tonnes","811700","*","Unofficial figure"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2020","2020","tonnes","800000","*","Unofficial figure"
